DNI,Nombre,Asignatura,Nota,horas_estudio,Edad,Sexo,Ciudad,Correo,Telefono
7884,José Antonio Marqués,Programacion,4,4.276962848442765,21.0,Masculino,Vizcaya,pinedomarita@example.net,+34981671252
9925,Manolo Escamilla,Fisica,5,2.6662990178759802,20.0,Femenino,Granada,carinapallares@example.net,+34 972 249 877
6227,Roque Osorio,Fisica,5,5.0,20.0,Femenino,Zamora,nandoponce@example.org,+34 823821347
5317,Brígida Aguirre,Fisica,5,7.525911206212938,21.0,Masculino,Jaén,gala38@example.com,+34828071176
1618,Juan Manuel Palau,Programacion,3,3.0,23.0,Femenino,Badajoz,anunciacioncanovas@example.org,+34 976 98 46 98
1117,Maxi Patiño,Programacion,3,3.4841138534370337,20.0,Masculino,Madrid,pliniogaya@example.com,+34 887 208 581
8106,Verónica Ramírez,Matematicas,7,4.059402640032851,22.0,Femenino,Pontevedra,emperatriz73@example.com,+34655 01 89 93
4891,Omar Guerra,Programacion,3,5.0,18.0,Femenino,Córdoba,pepepineda@example.org,+34 913761650
2816,Sonia Galan,Matematicas,7,7.080685343330989,25.0,Femenino,Huelva,lagunabruno@example.net,+34882 010 149
6005,Narciso Cerdá,Matematicas,2,6.149107821486574,24.0,Masculino,Teruel,quirinoperera@example.com,+34 883991332
5598,Adoración Lorenzo,Matematicas,6,5.0,21.0,Femenino,Guipúzcoa,infantegraciana@example.com,+34806 973 297
6768,Rafaela Saez,Programacion,8,3.0,20.0,Femenino,Huesca,,+34 887 881 514
5613,Dora Tena,Fisica,6,5.0,,Masculino,Huelva,joaquin41@example.net,+34949 74 87 28
4976,Alondra Bermúdez,Matematicas,5,3.8716322480483254,18.0,Femenino,Cádiz,arreguifrancisco-jose@example.org,+34727063033
3585,Rosendo Sánchez,Programacion,6,5.0,21.0,Femenino,Melilla,anicanals@example.net,+34900 08 39 37
2170,Eliana Avilés,Fisica,5,2.98042140075239,25.0,Masculino,Barcelona,veronicaroman@example.com,+34841 34 79 42
5248,Mamen Pacheco,Programacion,6,3.0646819372272818,25.0,Femenino,Jaén,chema66@example.net,+34 881 713 953
4575,Brígida Izaguirre,Programacion,8,3.0,23.0,Femenino,Zaragoza,baltasar84@example.com,+34 845124607
6303,Bartolomé Vilanova,Fisica,5,6.18081941462386,18.0,Masculino,Soria,maristelamelero@example.net,
5079,Leonel Noriega,Matematicas,5,1.8670024820961735,22.0,,Teruel,,+34 923509363
1041,Rosalina Vallés,Programacion,7,5.0,25.0,Femenino,Ceuta,celiallado@example.net,+34973 12 29 00
7463,Heriberto Ribes,Programacion,4,4.446494406205104,21.0,Masculino,Granada,ester04@example.net,+34 931 670 105
5414,Soledad Solé,Fisica,5,8.192087723746523,23.0,Femenino,Cáceres,huertasplacido@example.org,+34 847165525
2233,Paco Viana,Matematicas,6,2.5730701059131644,19.0,Masculino,Teruel,contrerasdionisia@example.com,+34872 79 46 40
5579,Ezequiel Nuñez,Programacion,8,7.04669691229026,19.0,,Badajoz,feliciano49@example.org,+34886 12 91 36
7239,Olimpia Aramburu,Fisica,6,4.814525656540518,20.0,Masculino,Ciudad,genovevamorales@example.com,+34 881 36 25 23
3710,Modesto Jordá,Programacion,6,0.9233574401772981,19.0,Femenino,La Rioja,bayoamaro@example.net,+34 912 45 20 11
7229,Jose Fernández,Programacion,6,3.693331443412995,21.0,Masculino,Ávila,morenotejera@example.com,+34874 20 32 43
1988,Teodora Valderrama,Fisica,6,4.364882793129361,18.0,Femenino,Huelva,bibianasantiago@example.com,+34 842 179 220
4914,Pilar Abella,Fisica,5,5.0,25.0,Masculino,Almería,arandaelias@example.net,+34 807422088
9830,Nicanor Cózar,Programacion,6,4.592367558460361,21.0,Masculino,Ciudad,oliveraemma@example.net,+34 806 28 29 67
9699,Florencio Jaén,Programacion,6,4.479678989471563,22.0,,Murcia,elodiasierra@example.com,+34988 390 611
8006,Jose Alcalá,Programacion,7,3.0,18.0,Masculino,Guadalajara,nico27@example.net,+34 744 88 17 83
4472,Eleuterio Arranz,Matematicas,6,5.0,19.0,Masculino,Almería,santos97@example.com,+34927 59 79 00
5336,Miriam Ferrándiz,Matematicas,2,7.760519129469217,19.0,Femenino,Zaragoza,realcarla@example.net,+34876 62 97 33
2212,Chema Lago,Programacion,6,3.0,21.0,Masculino,Huelva,fustergraciano@example.net,+34 947 904 219
5038,Eugenio Sola,Fisica,10,3.0,24.0,Masculino,,lvelazquez@example.com,+34 826 67 94 48
3944,Eva Estrada,Programacion,4,6.725865218996099,23.0,Masculino,Alicante,,+34 846189954
8641,Esmeralda Vall,Fisica,10,3.083581088341387,25.0,Masculino,Teruel,garciasara@example.org,+34 973264653
4728,Azucena Expósito,Matematicas,5,3.0,23.0,Femenino,Albacete,chema44@example.com,+34 800 369 464
1866,Gilberto Iglesias,Matematicas,5,4.955573304479806,24.0,Masculino,Zaragoza,fortunatamateu@example.org,+34928655863
3851,Sabas Rocamora,Programacion,2,3.0,23.0,Masculino,Girona,harnaiz@example.org,+34 973 41 84 04
2290,Manolo Samper,Matematicas,7,6.527337384486907,24.0,Femenino,Granada,bonifaciobusquets@example.net,+34 800 29 28 44
1557,Amparo Quiroga,Matematicas,1,3.861090304056711,19.0,Femenino,,,+34 956 910 366
3381,Nazario Tudela,Fisica,6,2.945084224126435,23.0,Masculino,Guipúzcoa,griba@example.net,+34888 33 54 92
3518,Silvio Palacio,Fisica,2,5.0,24.0,Femenino,Zamora,agusticirino@example.org,+34821 94 08 26
8165,Eva María Barberá,Programacion,3,4.667195430650492,21.0,Femenino,Asturias,kacedo@example.net,+34747751652
2226,Gil Casal,Programacion,5,5.0,20.0,Masculino,Badajoz,hcolomer@example.com,+34 922668132
5381,Jose Manuel Villalobos,Matematicas,5,5.185072101022202,20.0,Masculino,Valencia,isidoroperea@example.com,+34 741 73 00 45
6704,Rogelio Sabater,Programacion,3,5.0,25.0,Masculino,Valladolid,gilberto79@example.com,+34 875 36 72 36
3016,Rosaura Madrigal,Programacion,4,5.91645088134954,21.0,Femenino,Lleida,silvaeufemia@example.org,+34842 147 121
4780,Erasmo Campillo,Programacion,5,3.6551149586445346,,Masculino,Sevilla,,+34 820948974
7242,Adoración Oller,Programacion,3,4.687760103876124,,Masculino,Huelva,morenoedelmiro@example.net,+34 821 535 569
7652,Isaías Juliá,Matematicas,5,3.223939629392766,20.0,Masculino,La Rioja,casaresrosenda@example.com,+34 986796670
4328,Jonatan Alcalá,Programacion,5,7.018803186851616,23.0,Femenino,Almería,gracielavara@example.net,+34978 301 479
8539,Elisa Torrecilla,Fisica,2,2.8406434333416866,18.0,Femenino,Cuenca,lanton@example.org,+34982 65 09 95
9180,Patricia Pozo,Matematicas,5,1.3848097358690263,25.0,Femenino,Ourense,reyariadna@example.com,+34881764296
2105,Pepito Baró,Fisica,8,5.151317292596371,25.0,Masculino,Jaén,sbanos@example.com,+34827 511 241
7083,Mirta Castell,Programacion,6,5.0,19.0,Masculino,Tarragona,riverojeremias@example.org,+34 942 81 06 51
9166,Camila Narváez,Fisica,9,1.4990259214411825,24.0,Masculino,Barcelona,jonatanvalbuena@example.org,+34803 22 53 29
6452,María Pilar Espinosa,Matematicas,5,4.9923981327645865,24.0,Femenino,Santa Cruz de Tenerife,mgalvez@example.org,+34977143569
7989,Ximena Peral,Matematicas,2,5.0,20.0,Masculino,Navarra,cortinaoscar@example.net,+34943 41 05 69
5768,Berta Guillen,Programacion,7,5.0,,Femenino,Toledo,marcelinoroldan@example.com,+34923552207
1135,Hipólito Valcárcel,Programacion,6,5.0,19.0,Femenino,Baleares,zabaletamaximino@example.net,+34 832229799
4847,Juanita Polo,Fisica,6,5.0,21.0,Femenino,Palencia,nicolasa96@example.com,+34 844829465
4003,Sonia Arribas,Matematicas,6,4.334331902366344,23.0,Masculino,Jaén,iantunez@example.org,+34 821 262 922
5819,Alcides Marin,Fisica,5,8.765710567235413,22.0,Femenino,Córdoba,dafnepujadas@example.com,+34901 659 976
8935,Emiliana Marin,Matematicas,8,8.775469023401655,18.0,Femenino,Huesca,cabreratrini@example.org,+34847023702
7904,Amanda Sevilla,Programacion,9,3.0,25.0,Femenino,Málaga,josep55@example.com,+34948 894 023
8921,José Parejo,Matematicas,5,4.400971837150113,24.0,Femenino,Ciudad,ybenavente@example.net,+34 888 76 53 38
4450,José Mari Carpio,Matematicas,6,3.0,25.0,Masculino,Segovia,susanita24@example.net,
4858,Elodia Becerra,Fisica,8,5.0,23.0,Femenino,Ourense,marcio49@example.org,+34 849 324 873
7366,Lupita Martin,Matematicas,5,4.728248600239493,20.0,Masculino,Vizcaya,francisco-javier47@example.org,+34725428871
3835,Lilia Aguilar,Fisica,6,5.0,20.0,Masculino,,inmaculadaizaguirre@example.com,+34 821 65 80 95
6617,Daniel Corbacho,Fisica,3,5.0,22.0,Femenino,,lcasanova@example.org,+34 873 89 81 94
8305,Ileana Velázquez,Fisica,5,3.0,18.0,Femenino,Vizcaya,menendezchus@example.org,+34973 81 95 60
5792,Lina Amores,Matematicas,2,3.0,19.0,Femenino,Teruel,roldanvilma@example.net,+34 886 632 477
5162,Virgilio Morera,Programacion,5,5.0,22.0,Femenino,,amatas@example.net,+34 872405356
9309,Leonardo Hierro,Fisica,7,7.0691453815737315,,Femenino,Tarragona,carmina67@example.org,+34921 66 45 34
3034,Adalberto Bustamante,Programacion,6,3.4823889389096587,25.0,,,cruzvito@example.net,+34977 867 048
2497,Marcelino Gallo,Fisica,6,3.0,22.0,Femenino,Huelva,friassaturnino@example.com,+34847130019
1732,Yaiza Anglada,Fisica,4,8.961740363361184,19.0,Masculino,Sevilla,uavila@example.net,+34944 54 29 89
7761,Aránzazu Bernat,Fisica,5,2.3477104468285406,23.0,Masculino,Jaén,david13@example.net,+34842 81 79 78
3986,Hermenegildo Criado,Fisica,4,3.0,20.0,Femenino,Badajoz,canterocesar@example.com,+34 826 489 898
5614,Olalla León,Programacion,1,7.574223046256563,19.0,Femenino,Burgos,clumbreras@example.com,
8173,Lucio Fiol,Matematicas,6,4.930304898675021,25.0,Masculino,Sevilla,blancafernanda@example.org,+34 833 724 019
4754,Virginia Rios,Programacion,3,5.768107675083533,18.0,Masculino,Baleares,tserra@example.net,+34 826 62 93 18
9771,Emilio Ortiz,Matematicas,6,5.0,23.0,Masculino,Cuenca,kikeparedes@example.com,+34806 73 66 96
3379,Clarisa Rico,Programacion,5,3.1389771712257186,25.0,Masculino,Badajoz,,+34 938464936
6683,Paca Borrás,Fisica,10,5.817351075816639,20.0,Femenino,,torrentscoral@example.com,+34845 867 027
5105,Norberto Catalán,Matematicas,5,5.0,23.0,Femenino,Sevilla,paezpetrona@example.org,+34 842113994
8027,Carla Urrutia,Matematicas,4,3.0,18.0,Femenino,Ávila,bernabeblanch@example.com,+34927 469 539
1415,Ani Vargas,Programacion,5,7.870595799112376,23.0,Masculino,Navarra,fabriciosilva@example.net,+34946 549 901
3562,Abril Morillo,Matematicas,5,1.1881076219984172,21.0,,Granada,cirino19@example.org,+34 920162130
5321,Sonia Macías,Programacion,10,3.216636282757742,22.0,Masculino,Albacete,odalys72@example.com,+34718499772
8132,Eutropio Mascaró,Matematicas,8,5.0,22.0,Femenino,Lleida,nydia15@example.org,+34847 28 38 10
3382,Modesto Ortega,Programacion,6,8.121062557104024,,Femenino,Barcelona,angelinasoto@example.com,+34 986711863
2867,Flavio Contreras,Programacion,6,3.0,20.0,Femenino,Ceuta,fidelacardona@example.com,+34877390273
6335,Esther Molina,Programacion,4,3.2020257806634915,18.0,Femenino,Vizcaya,erasmofiol@example.net,+34925 853 453
8252,Julia Patiño,Programacion,5,3.0,20.0,Femenino,Navarra,castrolupe@example.com,+34 871904003
1280,Glauco Castilla,Fisica,6,3.607671262146278,,Femenino,Baleares,jacintaalsina@example.com,+34962936635
3933,Noé Múñiz,Fisica,5,0.8394652226333097,23.0,Femenino,Sevilla,rociosedano@example.net,+34826 796 214
3055,Juana Hernandez,Programacion,4,3.0,25.0,Masculino,Baleares,qolmo@example.com,
1325,Cecilia Rios,Programacion,6,3.0,18.0,Femenino,Palencia,martinezcandelas@example.com,+34962 962 112
3307,Rocío Lago,Matematicas,5,5.341171062867332,19.0,Femenino,,mayoralisaac@example.org,+34972114640
1767,Ismael Mascaró,Fisica,9,8.081225017731818,25.0,Femenino,Zaragoza,acalleja@example.com,+34 976208919
8860,Ariel Boix,Matematicas,5,3.7598895628905606,18.0,Femenino,Cantabria,carlotarozas@example.net,+34 879908847
6309,Sarita Andreu,Programacion,7,2.022106930091189,23.0,Masculino,Teruel,josuesotelo@example.org,+34 846 19 81 66
4337,Ciro Mur,Matematicas,2,3.0657296190549,21.0,Masculino,Badajoz,trojas@example.org,+34847 99 78 46
4194,Ezequiel Carpio,Matematicas,6,5.0,21.0,Masculino,Zamora,rolandoarrieta@example.com,+34 946 870 451
7674,Paz Madrid,Programacion,3,5.441983911277263,21.0,Masculino,Ourense,mabellan@example.com,+34 974969774
6829,Vilma Gutierrez,Matematicas,5,3.1261271812957028,25.0,Femenino,Ceuta,rodriguezeustaquio@example.com,+34945 398 669
7846,Seve Yáñez,Programacion,8,3.0,25.0,Femenino,Zaragoza,,+34 888 129 480
8866,Tatiana Cabezas,Fisica,2,5.251254944829722,18.0,Femenino,Ceuta,omanso@example.com,+34 978 57 42 82
1792,Graciela Luna,Matematicas,6,5.0,20.0,Masculino,Granada,csalazar@example.com,+34 974 007 223
6013,Valero Aguilera,Programacion,6,3.0,18.0,Masculino,Burgos,lagodalila@example.com,+34 886724627
4484,Elba Benito,Matematicas,4,3.0,22.0,Femenino,Palencia,oabellan@example.com,+34 842 08 69 02
5367,Azucena Toledo,Programacion,5,4.991795466453524,22.0,Masculino,Huesca,ayanez@example.com,+34 825 49 05 16
1622,Salomón Portillo,Matematicas,6,0.2781338050323807,20.0,Femenino,Burgos,domitilaberrocal@example.com,+34849652364
5721,Conrado Gallardo,Programacion,3,3.0,24.0,Femenino,Lleida,pilarsalvador@example.org,+34 975566891
1435,Evangelina Ordóñez,Fisica,3,2.6692288389729724,21.0,Masculino,Sevilla,agustin83@example.net,+34 872 711 368
4344,Moreno Castrillo,Fisica,5,4.222979312269655,23.0,Femenino,Salamanca,evelia17@example.org,+34873865077
8462,Germán Alfonso,Programacion,6,2.144680882004427,,Femenino,Alicante,eloisapera@example.org,+34 987626202
1162,Geraldo Delgado,Matematicas,1,3.085353893866791,22.0,Masculino,Teruel,valero88@example.com,
7383,Eliseo Roura,Fisica,6,5.75974439126661,22.0,Masculino,,sedanoleon@example.org,+34 979529422
4534,Pío Monreal,Programacion,5,4.13588406776894,19.0,Femenino,León,rene61@example.org,+34848 38 11 49
4546,Herminia Manrique,Matematicas,6,3.8495042908573414,21.0,Masculino,Cáceres,esperanzavarela@example.com,
3187,Ana Frías,Matematicas,10,2.1229790703408966,25.0,Masculino,Lleida,zuritajonatan@example.com,+34874 158 252
2437,Hernando Gálvez,Programacion,6,2.5129508916816206,23.0,Femenino,La Coruña,dizquierdo@example.net,+34 846 718 008
3831,Albino Perera,Programacion,7,5.491107834467659,21.0,Femenino,Guipúzcoa,ileanaacedo@example.com,+34 901 99 69 01
6700,Custodio Ferrán,Fisica,5,7.826804652867075,22.0,Masculino,Lleida,gcanet@example.com,+34 847099216
6130,Andrés Felipe Cal,Matematicas,10,8.686879892912643,25.0,Masculino,Lugo,ubolanos@example.com,+34 872214505
9680,Chita Luque,Fisica,5,6.913629442983517,23.0,Femenino,Toledo,hector05@example.com,+34941 54 46 08
2868,Ulises Carbajo,Matematicas,5,3.887887466565199,23.0,Masculino,Huelva,zalcazar@example.net,+34973417200
3981,Eligia Valverde,Fisica,10,3.240458899811281,20.0,Masculino,Ceuta,ysamper@example.net,+34873 637 486
2638,Cloe Cerdá,Programacion,7,5.0,24.0,Femenino,Palencia,nelida26@example.com,+34817 33 34 60
1485,Oriana Bustamante,Matematicas,6,4.202431366467238,19.0,Masculino,Tarragona,plinioamor@example.com,
6100,Estefanía Mas,Programacion,6,3.932728528875117,24.0,Femenino,Huesca,gcervera@example.org,+34885 61 89 19
5863,Ciriaco Segovia,Fisica,5,0.1481549492899692,20.0,Femenino,Lleida,xespinosa@example.org,
2011,Íngrid Salinas,Programacion,6,3.3802983101433792,18.0,Masculino,Palencia,esaenz@example.org,+34967 628 930
2269,Juan José Arellano,Programacion,5,4.552425990250883,21.0,Masculino,Granada,sergio25@example.net,+34913 60 21 07
2673,Loida Rocha,Fisica,2,3.9745695331772266,24.0,Femenino,,festevez@example.com,+34871365558
2866,Belen Noguera,Matematicas,6,3.0,20.0,Masculino,Cáceres,lcortes@example.net,+34828 448 206
7385,Ruy Cueto,Fisica,7,0.11294856961982425,20.0,Masculino,La Rioja,pnavarro@example.com,+34972 475 697
5101,Loreto Pons,Matematicas,6,3.0,20.0,Masculino,,jbayo@example.org,+34925 70 77 57
8730,Jorge Córdoba,Fisica,1,7.801409188223124,20.0,Femenino,Melilla,pavoneduardo@example.org,+34 978 023 648
3463,Genoveva Araujo,Matematicas,6,5.0,23.0,Femenino,Granada,lupitabejarano@example.net,+34 922 06 10 92
6070,Mayte Múgica,Fisica,6,5.0,23.0,Femenino,Valencia,manuelavives@example.com,+34 847375671
8348,Modesta Chico,Matematicas,5,3.534586794189574,21.0,Femenino,Segovia,ambrosiotoledo@example.com,+34 845 268 624
9161,Anselma Polo,Fisica,5,3.0,18.0,Masculino,Girona,vjover@example.com,+34 810650468
4577,Dora Sarabia,Fisica,6,1.3633835567927912,25.0,Femenino,Segovia,valerio23@example.net,+34949 79 63 45
3169,Carmelita Juan,Matematicas,6,4.083219198768801,18.0,Femenino,Santa Cruz de Tenerife,tsalmeron@example.com,+34 982203647
3225,Aitor Galiano,Matematicas,10,4.359400688233421,,Masculino,Pontevedra,maldonadomaura@example.org,+34843795633
9716,Isaac Real,Programacion,9,5.362686165667273,22.0,Femenino,Guipúzcoa,tamaracornejo@example.net,+34901 652 929
3673,Nando Juárez,Programacion,5,4.252424894412836,22.0,Femenino,Zamora,zsuarez@example.org,+34 928 80 75 06
2818,Mirta Álvaro,Programacion,5,5.0,20.0,Femenino,Ceuta,fnavarro@example.com,+34901 99 13 12
6460,Custodio Albero,Matematicas,8,3.149127136496459,20.0,Masculino,Badajoz,leire71@example.com,+34848 77 45 15
9787,Sara Jurado,Matematicas,5,3.2470301844891694,22.0,Femenino,Teruel,,
8376,Gastón Isern,Matematicas,5,0.6482796281204373,21.0,,Baleares,barredamaximo@example.org,+34884 66 66 53
9713,Pepe Mora,Matematicas,6,5.0,19.0,Masculino,Burgos,rosalesmarina@example.net,+34973 954 925
1381,Mireia Sebastián,Fisica,7,8.62217719839799,23.0,Masculino,,marciano47@example.com,+34 880490440
1726,Jose Ignacio Ayala,Programacion,3,4.070950265217197,21.0,Masculino,Cuenca,lalonso@example.com,+34806 65 78 50
1284,Victor Manuel Gargallo,Programacion,6,3.0,18.0,Masculino,Murcia,enriquezclemente@example.org,+34886 093 705
8692,Clotilde Alberdi,Fisica,5,5.0,20.0,Masculino,Madrid,felixjaume@example.net,+34 887 06 30 83
6281,Jose Ignacio Montoya,Matematicas,6,3.208870337922895,19.0,Femenino,Madrid,florentinojulia@example.org,+34 726107108
8998,Candela Ibarra,Programacion,10,3.0,18.0,,Segovia,iglesiajose@example.net,+34 821 547 536
9743,Sabas Porta,Programacion,6,5.649406583596566,20.0,Femenino,Girona,severinogamez@example.org,+34974994026
5041,Inmaculada Mateo,Fisica,3,5.0,21.0,Masculino,Málaga,nandrade@example.org,
9471,Pepe Cañete,Programacion,6,5.331124309764923,21.0,Masculino,Barcelona,araceliaragones@example.org,+34 879798331
6882,Mireia Vall,Fisica,4,5.0,23.0,Femenino,Guadalajara,sabas63@example.net,+34927 983 978
5304,Aureliano Lloret,Fisica,5,5.132155238765839,22.0,Femenino,Girona,casandracarro@example.net,+34 875 74 34 34
8956,Esmeralda Doménech,Fisica,6,2.8510813174926968,19.0,Femenino,Cáceres,teodoroespana@example.com,+34 873 475 819
9349,Rosalva Doménech,Matematicas,2,1.503925238878939,21.0,Femenino,Cantabria,yago37@example.net,+34 883 611 044
1375,Ariel Morera,Programacion,6,8.4868143364934,22.0,Femenino,La Rioja,inmaculada52@example.net,+34 872 035 329
3013,Belen Vilalta,Fisica,2,5.487467970156524,18.0,Masculino,Valladolid,bmarti@example.net,
2318,Eugenia Borrego,Programacion,5,8.808094055238731,,Masculino,Teruel,hpulido@example.com,+34901598552
2673,Adrián Folch,Programacion,8,4.7365321623786025,18.0,Femenino,Córdoba,varevalo@example.org,+34844 16 31 07
1848,Carlota Arribas,Matematicas,8,5.0,21.0,Femenino,León,arrietalorena@example.net,+34928209651
5350,Florentino Arnal,Matematicas,10,7.796650384635756,19.0,Masculino,Salamanca,ramonabotella@example.org,+34 736601806
6593,Seve Doménech,Fisica,6,3.0,25.0,Femenino,Sevilla,asenjobernardino@example.com,+34885 768 770
4067,Ricardo Raya,Fisica,6,3.0,25.0,Masculino,Huesca,baltasarlamas@example.net,+34744387018
2621,Adelina Ródenas,Fisica,6,5.901117100384093,19.0,Femenino,Guadalajara,pintoreliseo@example.com,+34 843 74 23 24
3046,Vasco Capdevila,Matematicas,1,3.3352152401392288,23.0,Masculino,Guipúzcoa,ncanete@example.org,+34955 220 801
9574,Manuela Seco,Matematicas,5,3.0,,Femenino,,micaela71@example.org,
1850,Benigna Haro,Fisica,5,3.7719468750417438,21.0,Femenino,Castellón,mollcornelio@example.net,+34921 34 90 44
3792,África Velázquez,Matematicas,5,3.2850738976080636,22.0,Femenino,Tarragona,soledadiriarte@example.net,+34 706 09 97 58
1313,Diego Velasco,Programacion,9,6.798496956556624,24.0,Masculino,Salamanca,paezcelestina@example.com,+34984885467
2398,Samuel Piñeiro,Matematicas,5,3.461626947390335,18.0,Femenino,Guipúzcoa,ribasangelica@example.net,+34973 696 455
1889,José María Sastre,Fisica,3,5.6228725054284965,20.0,Femenino,Córdoba,ani93@example.org,+34 920 08 67 51
4254,Hernando Murcia,Fisica,6,6.073247076063313,19.0,Masculino,Girona,nietojose-mari@example.org,+34879 65 57 20
3655,Gloria Castrillo,Programacion,2,3.0,22.0,Masculino,Toledo,elianacoloma@example.org,+34712 649 052
6405,Fanny Reguera,Fisica,5,3.597548966606437,23.0,Masculino,Barcelona,daniela43@example.net,
6499,María Ángeles Peñas,Programacion,5,3.972024479762552,22.0,Femenino,Salamanca,gimenoalonso@example.net,+34927 56 72 93
8421,Juan José Pons,Matematicas,6,3.0,22.0,Masculino,Badajoz,lbermejo@example.com,+34826 000 595
2738,Yaiza Carreras,Programacion,6,4.986553676240117,23.0,Femenino,Valencia,xvalentin@example.com,+34926 627 769
6293,Reyes Viña,Fisica,1,4.107478559320521,22.0,Femenino,La Coruña,opuig@example.net,+34924 651 538
4292,León Bautista,Programacion,7,5.0,,Femenino,Barcelona,erasmo51@example.org,+34948195072
6349,Antonia Vizcaíno,Matematicas,1,4.23523122885514,23.0,,Salamanca,,+34 873 319 528
2134,Cándida Ferrera,Fisica,5,0.3465759541140041,20.0,Masculino,Guipúzcoa,gloria83@example.net,
6301,Amparo Beltrán,Matematicas,6,5.099424722962439,24.0,Masculino,Tarragona,,+34 971 99 37 00
9992,Soledad Ledesma,Matematicas,8,5.0,23.0,Masculino,Jaén,casanovaana-sofia@example.org,+34 883 61 85 34
4585,Marciano Egea,Fisica,6,3.2526122900630177,23.0,Masculino,Lleida,belen93@example.net,+34921 26 06 79
4615,Amelia Torrens,Fisica,6,3.2993816505428963,23.0,Masculino,Salamanca,orozcosaturnina@example.net,+34 842361230
7596,Cirino Belmonte,Fisica,5,6.436229374851434,21.0,Femenino,Almería,ciriacoquero@example.org,
3327,Petrona Álvarez,Programacion,7,5.0,23.0,,Ourense,lolaalcazar@example.com,+34878 80 86 58
6469,Paca Hernando,Programacion,10,4.396099305903366,25.0,Masculino,La Rioja,adriananicolau@example.com,+34 742 481 918
8769,Araceli Duran,Matematicas,9,3.0,20.0,Femenino,Cádiz,conradoaznar@example.com,+34887766658
2736,Marisol Mesa,Programacion,9,7.495483563841851,19.0,Masculino,Toledo,clara95@example.net,+34 875 905 959
4522,Pepita Ródenas,Matematicas,8,5.0,23.0,Femenino,Burgos,leiresanmiguel@example.net,+34 953 465 444
8236,Artemio Cal,Fisica,5,3.988609073300943,,Femenino,Huelva,bmillan@example.net,+34924 27 30 36
7941,Paulino Mayo,Fisica,1,3.0,20.0,Masculino,Ourense,borjaduarte@example.com,+34885 434 388
8457,Chus Murillo,Matematicas,4,7.265661275034668,22.0,Masculino,Toledo,ycarrion@example.net,+34986267766
3061,Ignacio Río,Matematicas,6,3.4002844816255706,22.0,,Ourense,teofilo80@example.org,+34 881 738 567
9732,Azucena Duarte,Fisica,5,6.36163757750105,19.0,Femenino,Valladolid,nereida87@example.net,+34925 26 79 27
3667,Toni Bermejo,Matematicas,2,4.469547071425397,21.0,Femenino,Ourense,crescencia35@example.net,+34 883 796 899
5548,Darío Clemente,Matematicas,6,0.49721160951008114,18.0,Femenino,Lugo,araceli97@example.com,+34884799820
2584,Enrique Gascón,Programacion,10,5.0,22.0,,Barcelona,miguela14@example.com,+34 927747018
5066,Loreto Campillo,Programacion,6,8.79291510546909,20.0,Masculino,Madrid,regulo36@example.net,+34 983 560 826
8621,Rodrigo Figueras,Programacion,8,3.0,25.0,Masculino,Ávila,pelayomatilde@example.org,+34 938836589
2484,Ildefonso Bonet,Programacion,6,5.826361058386585,18.0,Femenino,Ourense,sguardia@example.com,+34 974298889
9849,Carmelita Cervantes,Programacion,4,3.670277899852036,21.0,Femenino,,modesta25@example.com,
5265,Eufemia Daza,Matematicas,5,3.087352424956197,19.0,Masculino,Girona,asuncion78@example.net,+34803 284 979
2581,Remigio Esteban,Matematicas,5,1.5155130921496527,18.0,Femenino,Baleares,grasisabel@example.net,+34 954 536 766
9150,Imelda Ramos,Matematicas,5,3.0,18.0,Masculino,Tarragona,wosorio@example.com,+34977654104
9665,Joel Martorell,Fisica,10,3.6496571292781903,18.0,Femenino,Salamanca,tsaez@example.net,+34 988133835
8924,Reyes Posada,Fisica,10,3.176379595512951,23.0,Masculino,,pleiva@example.com,
3173,Íñigo Barrera,Programacion,7,3.0,24.0,Femenino,Castellón,barrigaseverino@example.org,+34983 26 28 80
3318,Luna Amo,Matematicas,4,4.390681370788506,25.0,Masculino,Girona,judith09@example.com,+34972 36 76 19
1028,Emilio Portillo,Programacion,5,5.0,22.0,Femenino,,uoliva@example.org,+34 875 879 085
5132,Jacobo Espejo,Fisica,6,5.0,21.0,Femenino,Valencia,herediaeliseo@example.net,+34 949 82 87 95
9516,Graciana Palacios,Matematicas,5,3.0,21.0,Femenino,Pontevedra,bayonmaura@example.com,+34826266677
9565,Horacio Pareja,Fisica,5,5.790628353129944,23.0,Femenino,Salamanca,cayetanobatlle@example.com,+34949 66 21 05
4029,Jose Miguel Marco,Programacion,6,3.0,24.0,Femenino,Girona,cmorillo@example.net,+34 821 15 89 83
7812,Estrella Bertrán,Matematicas,5,6.956597389311504,22.0,Masculino,,fpera@example.com,
9756,Paloma Ródenas,Matematicas,5,2.1545742807388346,19.0,Masculino,Jaén,jordana75@example.net,+34827566601
5664,Lorena Lerma,Matematicas,3,3.0,20.0,Femenino,Zaragoza,pedro32@example.net,+34982 77 86 03
1881,Alejandra Bello,Fisica,3,4.9606954067973,23.0,Femenino,Badajoz,asdrubal01@example.com,+34 886 83 40 16
5599,Trini Quintero,Matematicas,5,4.1491155258091625,20.0,Masculino,Melilla,vinicioporta@example.org,+34 871 28 72 05
6488,Melania Vilanova,Fisica,7,4.778440445231104,18.0,Masculino,Murcia,yportero@example.org,+34657 99 45 22
